lake,date,depth_m,corrected_chl_ug_l,total_chl_ug_l,pheo_ug_l,po4_u_m,no3_u_m,tdn_u_m,tn_u_m,tp_u_m,tdp_u_m,pp_ug_l,pn_ug_l,pc_ug_l,alk_meq_l
Toolik,2017-06-16T00:00:00Z,1,1.99,2.18,0.37,0.06,1.43,15.9,19.580000000000002,NA,0.07,NA,51.55,400.3,0.815
Toolik,2017-06-16T00:00:00Z,1,2.03,2.22,0.37,0.04,1.4,15.9,NA,NA,0.06,NA,42.74,296.68,0.81
Toolik,2017-06-16T00:00:00Z,3,1.87,2.04,0.33,0.08,1.16,15.2,18.13,NA,0.07,NA,41.1,283.34,0.81
Toolik,2017-06-16T00:00:00Z,5,2.09,2.32,0.45,0.05,1.18,14.3,18.130000000000003,NA,0.07,NA,53.66,392.12,0.801
Toolik,2017-06-16T00:00:00Z,8,1.82,1.98,0.31,0.04,1.51,15,17.82,NA,0.06,NA,39.5,265.14,0.84
Toolik,2017-06-16T00:00:00Z,12,1.51,1.73,0.42,0.04,2.61,17.1,19.67,NA,0.05,NA,35.95,239.31,0.951
Toolik,2017-06-16T00:00:00Z,16,1.21,1.41,0.39,0.03,2.88,14.1,16.509999999999998,NA,0.06,NA,33.7,222.36,0.973
Toolik,2017-06-16T00:00:00Z,20,1.22,1.4,0.33,0.03,2.86,15.3,17.73,NA,0.04,NA,34.09,217.38,0.962
I1,2017-06-20T00:00:00Z,1,1.27,1.29,0.03,0.03,0.12,11.3,14.3,NA,0.1,NA,42.02,343.38,0.269
I1,2017-06-20T00:00:00Z,5,1.82,2,0.34,0.03,0,12.5,15.67,NA,0.06,NA,44.4,339.75,0.255
I1,2017-06-20T00:00:00Z,9,1.91,2.23,0.62,0.04,0,17,20.95,NA,0.06,NA,55.31,411.34,0.253
I2,2017-06-20T00:00:00Z,1,1.67,1.83,0.31,0.04,1.84,17.4,20.189999999999998,NA,0.08,NA,39.02,269.67,0.206
I2,2017-06-20T00:00:00Z,5,2.01,2.27,0.51,0.04,1.88,15.7,18.79,NA,0.09,NA,43.22,330.98,0.217
I2,2017-06-20T00:00:00Z,14,1.01,1.19,0.35,0.04,2.07,19.3,21.630000000000003,NA,0.08,NA,32.57,241.75,0.204
I3,2017-06-20T00:00:00Z,1,1.28,1.54,0.49,0.04,0,13.8,17.89,NA,0.05,NA,57.34,483.26,0.212
I3,2017-06-20T00:00:00Z,3,1.47,1.67,0.37,0.04,0,13.7,17.81,NA,0.06,NA,57.5,418,0.205
I4,2017-06-20T00:00:00Z,1,2.7,3.05,0.68,0.04,0,14.7,19.549999999999997,NA,0.08,NA,67.93,614.27,0.22
I4,2017-06-20T00:00:00Z,5,4.58,5.1,1,0.05,0,16.1,22.240000000000002,NA,0.07,NA,85.97,730.54,0.212
I4,2017-06-20T00:00:00Z,6,4.24,4.94,1.35,0.05,0,16.7,23.02,NA,NA,NA,88.55,712.82,0.212
I5,2017-06-20T00:00:00Z,1,2.04,2.33,0.56,0.04,0,15.4,19.11,NA,0.09,NA,52.02,428.6,0.206
I5,2017-06-20T00:00:00Z,7,2.13,2.5,0.72,0.04,0.02,18,22.65,NA,0.08,NA,65.07,479.59,0.27
I5,2017-06-20T00:00:00Z,8,1.74,2.04,0.58,0.05,0.03,17.2,21.58,NA,0.09,NA,61.39,458.47,0.2
I6,2017-06-20T00:00:00Z,1,1.27,1.36,0.18,0.04,0.01,13.6,17,NA,0.06,NA,47.59,430.3,0.994
I6,2017-06-20T00:00:00Z,5,6.26,6.85,1.15,0.05,0.01,15.2,21.64,NA,0.06,NA,90.14,710.97,0.99
I6,2017-06-20T00:00:00Z,6,7.14,7.76,1.21,0.05,0.04,13.5,19.52,NA,0.07,NA,84.36,761.01,0.988
I6,2017-06-21T00:00:00Z,1,2.02,2.36,0.65,0.05,0,14.5,17.92,NA,0.07,NA,47.93,376.36,0.377
I6,2017-06-21T00:00:00Z,6,2.58,2.93,0.67,0.04,0.01,16.9,20.509999999999998,NA,0.09,NA,50.56,381.77,0.383
I6,2017-06-21T00:00:00Z,12,1.24,1.48,0.48,0.04,0.23,18,21.29,NA,0.06,NA,46.14,355.78,0.393
I7,2017-06-21T00:00:00Z,1,1.27,1.44,0.34,0.05,0.02,15.7,18.869999999999997,NA,0.07,NA,44.38,345.29,0.355
I7,2017-06-21T00:00:00Z,4,3.73,4.21,0.92,0.05,0,20.4,24.689999999999998,NA,0.08,NA,60.06,460.96,0.271
I7,2017-06-21T00:00:00Z,10,1.12,1.4,0.55,0.05,0,15.1,19.04,NA,0.1,NA,55.23,444.69,0.319
I8,2017-06-21T00:00:00Z,1,2.61,3.06,0.88,0.05,0,16.2,21.13,NA,0.09,NA,69,514.48,0.589
I8,2017-06-21T00:00:00Z,5,4.96,5.73,1.49,0.06,0.36,15,20.32,NA,0.12,NA,74.48,501.23,0.564
I8,2017-06-21T00:00:00Z,7,1.33,1.69,0.71,0.05,0.86,14.6,18.61,NA,0.09,NA,56.21,408.69,0.593
Toolik,2017-06-23T00:00:00Z,0,1.11,1.29,0.35,0.02,0,12.7,16.11,NA,0.04,NA,47.8,299.37,0.84
Toolik,2017-06-23T00:00:00Z,1,1.54,1.69,0.3,0.02,0.03,12.3,16.57,NA,0.05,NA,59.76,373.33,0.834
Toolik,2017-06-23T00:00:00Z,1,1.88,2.12,0.47,0.02,0.04,12.3,NA,NA,0.05,NA,63.42,412.26,0.832
Toolik,2017-06-23T00:00:00Z,3,2.55,2.88,0.65,0.03,0.06,14.5,20.27,NA,0.06,NA,80.84999999999998,522.52,0.842
Toolik,2017-06-23T00:00:00Z,5,2.89,3.29,0.76,0.02,0.25,11.6,16.03,NA,0.06,NA,62.04,391.99,0.839
Toolik,2017-06-23T00:00:00Z,8,1.37,1.64,0.52,0.01,0.64,11.9,15.17,NA,0.05,NA,45.8,305.21,0.844
Toolik,2017-06-23T00:00:00Z,12,0.81,1.03,0.43,0.01,1.39,15.2,18.009999999999998,NA,0.05,NA,39.34,252.49,0.866
Toolik,2017-06-23T00:00:00Z,16,0.78,1.04,0.5,0.01,1.64,14,16.759999999999998,NA,0.04,NA,38.64,241.51,0.873
Toolik,2017-06-23T00:00:00Z,20,21.56,11.13,-20.2,0.01,1.68,13.9,16.91,NA,0.02,NA,42.2,265.7,0.873
Toolik,2017-06-30T00:00:00Z,0,1.02,1.25,0.45,0.02,0.04,16.1,19.01,NA,0.04,NA,40.77,263.22,0.859
Toolik,2017-06-30T00:00:00Z,1,1.11,1.33,0.42,0.02,0.02,13.1,16.7,NA,0.05,NA,50.47,342.56,0.842
Toolik,2017-06-30T00:00:00Z,1,0.93,1.11,0.36,0.03,0.03,13.1,NA,NA,0.04,NA,51.97,346.34,0.848
Toolik,2017-06-30T00:00:00Z,3,1.4,1.62,0.43,0.02,0.05,12.1,15.459999999999999,NA,0.03,NA,47.11,340.46,0.844
Toolik,2017-06-30T00:00:00Z,5,1.79,2.09,0.6,0.02,0.06,11.6,15.78,NA,0.05,NA,58.6,391.12,0.845
Toolik,2017-06-30T00:00:00Z,8,4.16,4.73,1.1,0.02,0.13,13.7,17.98,NA,0.05,NA,59.96,395.22,0.844
Toolik,2017-06-30T00:00:00Z,12,0.81,1.05,0.46,0.02,1.26,15.2,18.3,NA,0.06,NA,43.46,291.93,0.846
Toolik,2017-06-30T00:00:00Z,16,0.68,0.97,0.55,0.02,1.63,15.1,17.87,NA,0.02,NA,38.84,260.92,0.86
Toolik,2017-06-30T00:00:00Z,20,0.68,0.9,0.43,0.02,1.61,19.5,22.4,NA,0.06,NA,40.56,287.63,0.868
Fog 01,2017-07-04T00:00:00Z,1,0.61,0.69,0.16,0.04,0.02,14.12,16.22,NA,0.06,NA,29.67,180.86,1.306
Fog 01,2017-07-04T00:00:00Z,3,0.62,0.7,0.16,0.03,0.02,15.46,18.42,NA,0.06,NA,40.86,211.28,1.3
Fog 01,2017-07-04T00:00:00Z,4,0.9,0.99,0.17,0.03,0.01,14.43,17.18,NA,0.06,NA,38.96,207.78,1.297
Fog 01,2017-07-04T00:00:00Z,16,3.43,4,1.1,0.1,0,18.71,24.03,NA,0.1,NA,74.61,394.37,1.703
Fog 04,2017-07-04T00:00:00Z,0,1.6,1.82,0.42,0.03,0.07,17.53,21.45,NA,0.09,NA,55.36,326.36,0.892
Fog 04,2017-07-04T00:00:00Z,1,1.56,1.78,0.42,0.03,0.06,17.42,21.75,NA,0.1,NA,60.92,338.41,0.899
Fog 04,2017-07-04T00:00:00Z,3,1.87,2.17,0.58,0.04,0.04,18.82,22.53,NA,0.1,NA,52.28,359.14,0.91
Fog 05,2017-07-04T00:00:00Z,1,2.32,2.67,0.69,0.02,0,15.93,22.310000000000002,NA,0.07,NA,89.83,523.71,0.838
Fog 05,2017-07-04T00:00:00Z,3,1.91,2.22,0.61,0.03,0.05,17.99,21.91,NA,0.08,NA,54.73,376.27,0.846
Fog 05,2017-07-04T00:00:00Z,4,2.03,2.43,0.77,0.04,0,12.94,16.51,NA,0.07,NA,50.5,298.37,0.86
Fog 05,2017-07-04T00:00:00Z,8,1.48,2.47,1.9,0.07,0.3,27.07,32.160000000000004,NA,0.11,NA,70.88,492.99,1.656
Fog 02,2017-07-05T00:00:00Z,1,0.57,0.64,0.13,0.04,0.02,12.83,16.39,NA,0.06,NA,50.29,284.77,1.398
Fog 02,2017-07-05T00:00:00Z,3,0.71,0.79,0.15,0.03,0,11.18,13.94,NA,0.05,NA,38.37,221.87,1.4
Fog 02,2017-07-05T00:00:00Z,4,1.02,1.11,0.16,0.04,0.04,11.85,15.620000000000001,NA,0.06,NA,52.08,334.62,1.411
Fog 02,2017-07-05T00:00:00Z,16,1.68,2.02,0.66,0.05,0.02,13.3,17.64,NA,0.06,NA,60.83,310.8,1.662
Fog 03,2017-07-05T00:00:00Z,1,0.9,0.97,0.13,0.04,0.01,15.62,18.509999999999998,NA,0.07,NA,40.73,257.25,0.944
Fog 03,2017-07-05T00:00:00Z,3,0.97,1.08,0.21,0.04,0.02,15.82,18.6,NA,0.06,NA,39.27,257.35,0.981
Fog 03,2017-07-05T00:00:00Z,4,0.66,0.73,0.13,0.03,0,15.57,18.64,NA,0.08,NA,42.55,266.05,0.943
Fog 03,2017-07-05T00:00:00Z,16,1.44,1.6,0.3,0.04,0.76,19.02,21.96,NA,0.07,NA,41.5,280.96,1.118
Toolik,2017-07-07T00:00:00Z,0,0.98,1.16,0.35,0.03,0.06,13.9,16.94,NA,0.04,NA,42.55,284.05,0.847
Toolik,2017-07-07T00:00:00Z,1,0.96,1.16,0.39,0.03,0,13.4,16.54,NA,0.04,NA,43.96,289.22,0.841
Toolik,2017-07-07T00:00:00Z,1,0.9,1.1,0.38,0.03,0,13.4,NA,NA,0.05,NA,46.61,308.94,0.844
Toolik,2017-07-07T00:00:00Z,3,1,1.18,0.36,0.03,0,16.1,19.39,NA,0.11,NA,46.09,315.09,0.845
Toolik,2017-07-07T00:00:00Z,5,1.38,1.6,0.41,0.03,0,13.3,18.060000000000002,NA,0.04,NA,66.72,364.99,0.835
Toolik,2017-07-07T00:00:00Z,8,5.18,5.85,1.3,0.04,0,14.1,18.369999999999997,NA,0.05,NA,59.75,395.34,0.84
Toolik,2017-07-07T00:00:00Z,12,1.14,1.44,0.58,0.04,1.1,21.4,24.31,NA,0.05,NA,40.8,256.87,0.855
Toolik,2017-07-07T00:00:00Z,16,0.7,0.91,0.41,0.04,1.47,16.8,20.060000000000002,NA,0.04,NA,45.61,284.69,0.855
Toolik,2017-07-07T00:00:00Z,20,0.79,1.01,0.43,0.03,1.56,15.7,18.47,NA,0.04,NA,38.74,250.41,0.856
I1,2017-07-11T00:00:00Z,1,0.88,1.03,0.29,0.02,0.01,15.5,17.89,NA,0.06,NA,33.5,246,0.248
I1,2017-07-11T00:00:00Z,6,1.67,2,0.64,0.02,0,15.5,18.46,NA,0.07,NA,41.52,290.4,0.254
I1,2017-07-11T00:00:00Z,9,2.02,2.5,0.94,0.03,0.35,17.4,21.669999999999998,NA,0.1,NA,59.85,407.55,0.248
I2,2017-07-11T00:00:00Z,1,1.13,1.36,0.44,0.03,0,17.8,20.47,NA,0.09,NA,37.43,266.96,0.213
I2,2017-07-11T00:00:00Z,4,1.23,1.6,0.71,0.02,0.71,16.6,19.270000000000003,NA,0.09,NA,37.37,267.88,0.202
I2,2017-07-11T00:00:00Z,14,0.28,0.5,0.42,0.03,2.22,18.7,21.22,NA,0.09,NA,35.24,274.61,0.209
I3,2017-07-11T00:00:00Z,1,1.46,1.73,0.53,0.02,0,19,23.29,NA,0.03,NA,60.12,481.7,0.219
I3,2017-07-11T00:00:00Z,4,1.99,2.67,1.33,0.05,0.02,16.4,23.049999999999997,NA,0.14,NA,93.19,741.7,0.219
I4,2017-07-11T00:00:00Z,1,1.58,1.89,0.59,0.03,0,16.1,20.68,NA,0.09,NA,64.18,536.77,0.211
I4,2017-07-11T00:00:00Z,5,1.31,1.94,1.22,0.07,0,18.8,24.200000000000003,NA,0.16,NA,75.69,600.36,0.207
I4,2017-07-11T00:00:00Z,6,0.84,1.47,1.21,0.13,0.07,18.8,24.130000000000003,NA,0.22,NA,74.65,612.83,0.223
I5,2017-07-11T00:00:00Z,1,0.86,1.02,0.3,0.03,0.02,20.4,22.99,NA,0.07,NA,36.29,241.23,0.206
I5,2017-07-11T00:00:00Z,5,0.64,1.14,0.97,0.04,0.01,18.3,20.97,NA,0.06,NA,37.36,249.25,0.203
I5,2017-07-11T00:00:00Z,8,1.42,1.18,-0.48,0.04,0.29,22.1,25.060000000000002,NA,0.08,NA,41.42,298.58,0.203
I6,2017-07-11T00:00:00Z,1,0.89,0.71,-0.35,0.03,0,16.7,18.689999999999998,NA,0.05,NA,27.87,241.47,0.996
I6,2017-07-11T00:00:00Z,5,2.12,2.6,0.92,0.04,0.01,15.5,19.68,NA,0.1,NA,58.61,470.63,0.995
I6,2017-07-11T00:00:00Z,6,4.26,5.17,1.76,0.04,0,11.5,16.54,NA,0.07,NA,70.63,768.33,1.001
I6,2017-07-12T00:00:00Z,1,0.81,0.98,0.32,0.04,0.01,16.3,18.78,NA,0.07,NA,34.8,242.37,0.406
I6,2017-07-12T00:00:00Z,4,1.18,1.45,0.51,0.03,0.09,17,20.08,NA,0.07,NA,43.09,283.07,0.398
I6,2017-07-12T00:00:00Z,12,0.48,0.74,0.51,0.03,0.39,19.6,22.51,NA,0.07,NA,40.75,277.84,0.397
I7,2017-07-12T00:00:00Z,1,0.83,1.03,0.39,0.03,0.05,15.7,18.64,NA,0.07,NA,41.17,288.41,0.409
I7,2017-07-12T00:00:00Z,4,1.25,1.61,0.69,0.03,0.01,14.7,18.119999999999997,NA,0.07,NA,47.97,303.05,0.353
I7,2017-07-12T00:00:00Z,10,0.49,0.85,0.7,0.03,0.46,17.6,21.310000000000002,NA,0.06,NA,51.93,372.33,0.331
I8,2017-07-12T00:00:00Z,1,2.19,2.62,0.83,0.03,0.02,15.1,19.36,NA,0.06,NA,59.65,438.68,0.705
I8,2017-07-12T00:00:00Z,5,4.05,5.12,2.07,0.04,0,10,17,NA,0.18,NA,98.07,605.82,0.67
I8,2017-07-12T00:00:00Z,7,10.5,5.54,-9.63,0.05,0.13,13.2,20.6,NA,0.05,NA,103.59,632.2,0.476
Toolik,2017-07-14T00:00:00Z,0,0.5,0.57,0.13,0.04,0.05,12.5,16.57,NA,0.06,NA,56.95,316.74,0.846
Toolik,2017-07-14T00:00:00Z,1,0.83,0.93,0.2,0.03,0.01,12.6,15.93,NA,0.04,NA,46.58,290.04,0.846
Toolik,2017-07-14T00:00:00Z,1,0.59,0.65,0.13,0.03,0.01,12.6,NA,NA,0.05,NA,36.94,246,0.855
Toolik,2017-07-14T00:00:00Z,3,0.98,1.08,0.19,0.04,0.14,12,15.19,NA,0.04,NA,44.72,274.48,0.851
Toolik,2017-07-14T00:00:00Z,5,1.05,1.18,0.26,0.03,0.02,12.6,16.5,NA,0.06,NA,54.67,341.89,0.851
Toolik,2017-07-14T00:00:00Z,8,2.34,2.69,0.67,0.03,0,15.4,19.92,NA,0.06,NA,63.28,382.79,0.847
Toolik,2017-07-14T00:00:00Z,12,1.54,1.76,0.44,0.03,0.92,14.8,18.380000000000003,NA,0.05,NA,50.11,307.6,0.852
Toolik,2017-07-14T00:00:00Z,16,0.5,0.66,0.31,0.04,1.56,NA,NA,NA,0.05,NA,32.08,217.19,0.851
Toolik,2017-07-14T00:00:00Z,20,0.58,0.8,0.42,0.14,1.84,15.8,18.82,NA,0.06,NA,42.33,269.24,0.859
Fog 01,2017-07-18T00:00:00Z,1,0.33,0.35,0.04,0.08,0,15.1,17.2,NA,0.07,2.22,29.44,187.42,1.313
Fog 01,2017-07-18T00:00:00Z,3,0.48,0.52,0.07,0.06,0.02,15.05,17.53,NA,0.07,2.15,34.1,232.7,1.315
Fog 01,2017-07-18T00:00:00Z,4,0.56,0.62,0.11,0.06,0,16.49,19.3,NA,0.07,3.09,39.24,262.93,1.313
Fog 01,2017-07-18T00:00:00Z,16,2.35,2.53,0.35,0.06,0,16.34,20.29,NA,0.07,6.95,55.88,342.8,1.713
Fog 05,2017-07-18T00:00:00Z,1,0.82,0.95,0.25,0.05,0.01,14.28,17.2,NA,0.07,3.32,40.6,264.14,0.903
Fog 05,2017-07-18T00:00:00Z,3,0.84,1.11,0.51,3.3,0.04,13.14,17.96,NA,0.07,4.29,68.01,515.51,0.917
Fog 05,2017-07-18T00:00:00Z,5,1.16,1.36,0.37,1.11,0,19.18,24.299999999999997,NA,0.07,7.47,71.49,523.79,0.991
Fog 05,2017-07-18T00:00:00Z,8,1.42,2.28,1.66,0.09,0.41,27.28,36.27,NA,0.1,11.25,125.67,554.19,1.575
Fog 02,2017-07-19T00:00:00Z,1,0.3,0.33,0.05,0.06,0.01,14.01,15.94,NA,0.06,1.96,27.16,168.79,1.395
Fog 02,2017-07-19T00:00:00Z,3,0.51,0.57,0.11,0.06,0.01,11.02,13.53,NA,0.06,1.99,35.47,207.76,1.398
Fog 02,2017-07-19T00:00:00Z,4,0.7,0.83,0.25,0.06,0,13.81,16.54,NA,0.05,2.95,38.44,263.08,1.408
Fog 02,2017-07-19T00:00:00Z,16,2.21,2.83,1.21,0.07,0.03,12.78,19.17,NA,0.06,6.91,89.23,460.98,1.659
Fog 03,2017-07-19T00:00:00Z,1,0.61,0.7,0.16,0.06,0.01,15.38,17.67,NA,0.06,2.69,31.77,230.47,0.944
Fog 03,2017-07-19T00:00:00Z,3,0.66,0.75,0.15,0.06,0.01,16.11,18.85,NA,0.15,3.12,38.57,268.56,0.943
Fog 03,2017-07-19T00:00:00Z,4,0.96,1.09,0.23,0.06,0,17.83,20.35,NA,0.07,2.5,35.69,264.33,0.938
Fog 03,2017-07-19T00:00:00Z,16,0.78,1.02,0.47,0.06,1.07,18.51,21.53,NA,0.07,3.95,42.49,247.74,1.125
Toolik,2017-07-21T00:00:00Z,0,1.47,1.62,0.29,0.04,0.02,11.8,16.1,NA,0.04,NA,60.22,285.84,0.851
Toolik,2017-07-21T00:00:00Z,1,1.35,1.51,0.3,0.04,0.06,14.3,18.62,NA,0.04,NA,60.44,275.45,0.851
Toolik,2017-07-21T00:00:00Z,1,1.56,1.72,0.3,0.04,0.04,14.3,NA,NA,0.03,NA,63.86,287.82,0.847
Toolik,2017-07-21T00:00:00Z,3,1.41,1.57,0.32,0.05,0.03,13.1,18.05,NA,0.03,NA,69.34,305.56,0.85
Toolik,2017-07-21T00:00:00Z,5,1.29,1.46,0.33,0.04,0.1,14.9,19.48,NA,0.03,NA,64.2,296.87,0.847
Toolik,2017-07-21T00:00:00Z,8,1.81,2.15,0.65,0.04,0.05,16.7,21.58,NA,0.05,NA,68.29,336.17,0.849
Toolik,2017-07-21T00:00:00Z,12,1.01,1.28,0.52,0.04,0.84,17.6,21.740000000000002,NA,0.04,NA,58,272.16,0.855
Toolik,2017-07-21T00:00:00Z,16,0.87,1.15,0.54,0.04,0.85,14.9,18.64,NA,0.05,NA,52.45,253.97,0.863
Toolik,2017-07-21T00:00:00Z,20,0.74,0.99,0.49,0.04,1.39,16.2,21.439999999999998,NA,0.05,NA,73.4,327.31,0.86
NE 12,2017-07-26T00:00:00Z,1,9.35,10.87,2.95,0.03,0,11.1,NA,NA,0.05,NA,NA,NA,1.559
NE 12,2017-07-26T00:00:00Z,5,0.82,0.92,0.19,0.02,0,9.8,NA,NA,0.05,NA,NA,NA,1.582
NE 12,2017-07-26T00:00:00Z,10,1.8,2.2,0.77,0.04,0,8.6,NA,NA,0.05,NA,NA,NA,1.627
Toolik,2017-07-28T00:00:00Z,0,1.2,1.35,0.29,0.02,1.61,13,18.009999999999998,NA,0.04,NA,70.15,354.74,0.838
Toolik,2017-07-28T00:00:00Z,1,1.34,1.53,0.37,0.03,0.02,15.5,19.48,NA,0.04,NA,55.75,326.72,0.831
Toolik,2017-07-28T00:00:00Z,1,0.97,1.11,0.27,0.02,0,15.5,NA,NA,0.05,NA,60.82,330.33,0.833
Toolik,2017-07-28T00:00:00Z,3,1.27,1.46,0.37,0.03,0.03,13.1,17.64,NA,0.05,NA,63.55,336.36,0.843
Toolik,2017-07-28T00:00:00Z,5,1.47,1.74,0.53,0.03,0.01,16,20.68,NA,0.04,NA,65.55,333.58,0.827
Toolik,2017-07-28T00:00:00Z,8,1.54,1.9,0.69,0.03,0.01,16,20.96,NA,0.06,NA,69.44,339.88,0.818
Toolik,2017-07-28T00:00:00Z,12,1.33,1.31,-0.06,0.03,0.15,16,20.55,NA,0.05,NA,63.76,279.36,0.847
Toolik,2017-07-28T00:00:00Z,16,0.33,0.68,0.68,0.03,0.81,17.2,21.95,NA,0.07,NA,66.49,272.12,0.839
Toolik,2017-07-28T00:00:00Z,20,0.67,0.99,0.6,0.03,1.67,15.3,19.8,NA,0.04,NA,63.04,263.58,0.85
Fog 01,2017-08-01T00:00:00Z,1,1.06,1.23,0.31,0.03,0.01,12.69,15.17,NA,0.07,4.16,34.55,280.88,1.33
Fog 01,2017-08-01T00:00:00Z,3,1.03,1.19,0.31,0.03,0,14.4,18.22,NA,0.07,3.93,53.55,330.59,1.333
Fog 01,2017-08-01T00:00:00Z,7,1.41,1.59,0.34,0.03,0,17.39,20.119999999999997,NA,0.06,3.92,38.09,350.82,1.456
Fog 01,2017-08-01T00:00:00Z,16,0.41,0.66,0.49,0.03,0.22,17.63,20.470000000000002,NA,0.07,5.74,40.18,228.12,1.707
Fog 05,2017-08-01T00:00:00Z,1,0.94,1.15,0.4,0.03,0.01,18.61,23.87,NA,0.08,9.41,73.77,460.84,0.908
Fog 05,2017-08-01T00:00:00Z,3,0.96,1.18,0.42,0.03,0.01,19.05,22.880000000000003,NA,0.08,3.2,52.99,261.68,0.911
Fog 05,2017-08-01T00:00:00Z,4,1.36,1.69,0.64,0.03,0,17.83,23.380000000000003,NA,0.09,6.47,78.14,459.58,0.859
Fog 05,2017-08-01T00:00:00Z,8,0.93,1.56,1.22,0.06,0.54,27.28,30.69,NA,0.1,9.11,47.49,485.37,1.533
Fog 02,2017-08-02T00:00:00Z,1,0.67,0.75,0.16,0.03,0.01,11.12,14.309999999999999,NA,0.05,4.34,45.01,260.12,1.422
Fog 02,2017-08-02T00:00:00Z,3,0.63,0.7,0.14,0.03,0,10.87,14.08,NA,0.06,4.19,44.51,269.63,1.419
Fog 02,2017-08-02T00:00:00Z,7,0.67,0.77,0.18,0.03,0.02,13.22,16.64,NA,0.05,3.02,48.15,254.3,1.416
Fog 02,2017-08-02T00:00:00Z,16,0.81,1.07,0.5,0.04,0.15,15.62,19.58,NA,0.06,6.4,55.71,358.52,1.628
Fog 03,2017-08-02T00:00:00Z,1,0.82,0.94,0.23,0.03,0.02,17.63,20.150000000000002,NA,0.07,2.69,35.68,237.64,0.941
Fog 03,2017-08-02T00:00:00Z,3,0.82,0.94,0.24,0.03,0.01,17.78,21.48,NA,0.07,3.12,51.49,296.73,0.948
Fog 03,2017-08-02T00:00:00Z,8,0.8,0.94,0.26,0.03,0.01,19.64,22.490000000000002,NA,0.07,3.74,40.41,224.13,0.96
Fog 03,2017-08-02T00:00:00Z,16,0.35,0.54,0.36,0.04,1.28,22.62,25.020000000000003,NA,0.07,4.99,33.95,209.18,1.117
Toolik,2017-08-04T00:00:00Z,0,1.19,1.33,0.27,0.03,1.88,14,19.31,NA,0.06,NA,74.44,338.1,0.825
Toolik,2017-08-04T00:00:00Z,1,NA,NA,NA,0.03,0,13.1,16.23,NA,0.06,NA,43.84,288.89,0.829
Toolik,2017-08-04T00:00:00Z,1,1.11,1.21,0.2,0.03,0,13.1,NA,NA,0.04,NA,43.49,278.67,0.834
Toolik,2017-08-04T00:00:00Z,3,1.17,1.32,0.29,0.03,0,13.6,17.06,NA,0.05,NA,48.5,320.1,0.824
Toolik,2017-08-04T00:00:00Z,5,1.4,1.59,0.36,0.03,0,13.9,17.3,NA,0.04,NA,47.64,295.07,0.837
Toolik,2017-08-04T00:00:00Z,8,0.97,1.1,0.26,0.03,0.01,12.6,16.25,NA,0.05,NA,51.14,313.21,0.829
Toolik,2017-08-04T00:00:00Z,12,0.81,1.03,0.42,0.05,0,16,18.83,NA,0.05,NA,39.64,211.11,0.853
Toolik,2017-08-04T00:00:00Z,16,0.64,0.87,0.43,0.04,1.17,14.4,17.44,NA,0.05,NA,42.55,261.04,0.846
Toolik,2017-08-04T00:00:00Z,20,0.55,0.78,0.44,0.03,1.78,15.7,18.7,NA,0.05,NA,41.96,237.12,0.853
I1,2017-08-08T00:00:00Z,1,1.04,1.14,0.19,0.02,0.01,19.5,21.83,NA,0.06,NA,32.6,231.86,0.256
I1,2017-08-08T00:00:00Z,4,1.69,1.86,0.33,0.02,0,17.1,19.880000000000003,NA,0.06,NA,38.92,277.32,0.251
I1,2017-08-08T00:00:00Z,9,2.96,3.19,0.44,0.02,0.03,13.7,17.39,NA,0.05,NA,51.75,376.31,0.256
I2,2017-08-08T00:00:00Z,1,1.34,1.48,0.26,0.02,0.01,17.8,20.080000000000002,NA,0.08,NA,31.99,241.84,0.207
I2,2017-08-08T00:00:00Z,7,1.16,1.34,0.35,0.02,0.69,21.7,24.09,NA,0.09,NA,33.46,232.53,0.206
I2,2017-08-08T00:00:00Z,14,0.35,0.49,0.28,0.02,2.34,21.6,23.94,NA,0.09,NA,32.73,233.74,0.212
I3,2017-08-08T00:00:00Z,1,0.75,0.88,0.24,0.02,0,20.4,23.43,NA,0.07,NA,42.45,326.29,0.231
I3,2017-08-08T00:00:00Z,3,1.22,1.51,0.57,0.02,0,17.5,20.96,NA,0.09,NA,48.44,375.51,0.224
I4,2017-08-08T00:00:00Z,1,0.86,1.03,0.33,0.03,0,22.3,26.9,NA,0.09,NA,64.49,510.45,0.21
I4,2017-08-08T00:00:00Z,3,1.89,2.29,0.77,0.12,0.01,21.8,27.080000000000002,NA,0.09,NA,74.02,577.97,0.205
I4,2017-08-08T00:00:00Z,6,1.48,2.16,1.31,0.04,0.08,19.4,25.669999999999998,NA,0.1,NA,87.85,697.74,0.205
I5,2017-08-08T00:00:00Z,1,0.89,1.05,0.31,0.05,0.01,19.6,22.770000000000003,NA,0.08,NA,44.43,334.89,0.208
I5,2017-08-08T00:00:00Z,4,1.23,1.49,0.51,0.03,0,17.1,20.240000000000002,NA,0.08,NA,44,327.58,0.201
I5,2017-08-08T00:00:00Z,8,0.85,1.14,0.57,0.04,0.15,20.9,24.33,NA,0.09,NA,48.09,348.45,0.211
I6,2017-08-08T00:00:00Z,1,0.6,0.64,0.09,0.03,0,16.9,18.7,NA,0.07,NA,25.22,170.98,1.018
I6,2017-08-08T00:00:00Z,3,1.06,1.18,0.23,0.04,0.02,15.6,17.81,NA,0.08,NA,30.99,217.8,1.007
